7.80782	-21.1423	0	0	1
15.8904	-42.556	92131.3	640	1
26.7478	-70.0286	167568	688	1
8.14508	-15.0333	201186	688	1
1.80221	-5.16809	68188.9	464	1
2.58968	-6.80038	12828.9	256	0
8.89877	-23.7636	16037.8	0	1
1.84663	-5.50266	43493.6	432	1
3.06656	-6.40409	15138.4	256	1
11.9435	-26.2325	19097.4	256	1
7.4851	-21.9648	51718.5	592	1
2.04391	-5.68847	24269.2	432	0
2.26945	-6.43964	14348.3	0	0
1.99897	-5.93709	17484.9	0	0
6.71595	-20.2069	14527.8	0	1
6.67253	-19.2858	58989.8	640	1
9.12944	-23.9551	61471.5	480	1
3.97373	-10.2969	77263	608	1
5.82285	-17.2799	36762.9	416	1
11.222	-32.2211	64173	624	1
8.78554	-23.2824	98888.1	640	1
11.948	-32.7932	89250.9	576	1
14.9874	-29.944	106097	640	1
6.43572	-17.8031	111068	480	1
4.17895	-10.3603	63974.8	656	1
4.90506	-13.5359	44482.3	512	1
3.19264	-9.05213	53293.4	656	1
2.87075	-8.55979	33000.3	416	1
7.53337	-21.512	30674	416	1
13.1539	-33.2072	71222	544	1
11.0335	-32.0236	92131.3	640	1
23.9952	-66.2387	294818	1360	1
21.1716	-60.5778	382655	1424	1
12.2107	-29.65	221011	1120	1
1.99302	-5.89179	64464.3	704	1
1.86682	-5.47534	30356.1	256	0
1.8704	-5.14054	57010.6	432	0
18.4666	-39.8097	28168.7	256	1
23.7935	-54.6884	75107.6	784	1
25.7703	-43.5651	138191	1280	1
27.5724	-44.5989	145683	1008	1
7.40019	-18.4848	47833.1	592	1
2.7847	-8.2802	36307.6	528	1
2.10654	-6.03777	32549.7	320	0
4.45253	-13.0724	73315.8	640	1
8.378	-21.5213	102976	1024	1
8.35272	-21.6518	141704	1184	1
10.0607	-28.286	105027	1056	1
9.0508	-25.1641	163524	1184	1
5.14784	-15.212	205992	1248	1
11.0082	-27.8401	155048	1072	1
18.7463	-54.7432	202377	1184	1
18.2532	-50.0359	256925	1136	1
9.60937	-24.106	240883	1344	1
4.53041	-13.4236	117622	1040	1
7.64673	-22.3391	114403	1216	1
12.325	-35.4722	112506	1024	1
4.0564	-11.2539	140066	960	1
4.46913	-11.3096	116056	1056	1
4.54612	-11.2324	154671	1008	0
10.8647	-30.0645	127250	672	1
18.4949	-42.284	292213	1264	1
13.0735	-38.898	306982	1232	1
6.57999	-15.5131	198327	1008	1
1.74307	-5.2203	51660.7	704	0
1.90211	-5.51109	26245.8	0	0
19.6679	-33.4154	26898.8	0	1
27.4485	-75.4006	102674	960	1
25.3112	-74.4241	193532	1440	1
13.7289	-27.2656	206426	1280	1
32.9482	-17.1228	129798	1200	1
6.36539	-18.869	54655.7	1072	1
14.7701	-30.1555	40167.4	736	1
2.04431	-6.12673	56586.9	496	1
4.97705	-13.2542	57409.1	864	1
13.3228	-31.5761	98055.5	912	1
18.8959	-34.1026	158529	1216	1
15.8299	-39.9567	200300	1120	1
17.2916	-33.4783	237584	1184	1
10.9952	-28.3213	175083	1040	1
4.34454	-12.5965	211023	1232	1
16.3043	-43.6247	198618	1232	1
18.1278	-50.5989	335675	1152	1
9.19622	-24.2001	254105	1120	1
7.71726	-22.7478	159682	1120	1
6.50133	-18.6598	167146	1264	1
7.89158	-21.4931	189610	1232	1
8.15375	-19.2271	115988	1088	1
5.69075	-15.1403	117229	1088	1
6.478	-19.0689	96316.9	432	1
29.4146	-47.6561	110745	528	1
26.4446	-58.5019	289281	1104	1
15.3197	-42.2447	301952	896	1
3.99504	-10.3645	183447	944	1
1.81243	-5.3875	39647.8	336	1
2.0206	-5.56362	27755.9	256	0
12.9232	-30.0798	60696.9	432	1
18.3703	-43.057	147326	1168	1
21.1886	-34.0002	194763	1200	1
34.4269	-53.0141	195131	1072	1
26.6696	-23.8453	81233.5	1200	1
2.8739	-6.76621	72244.2	960	1
5.4335	-16.5284	61237.2	832	1
2.07571	-5.61144	45030.8	736	0
4.53297	-12.1697	47667.2	336	1
16.3179	-23.5447	121267	912	1
14.6067	-35.6773	181277	1184	1
12.6142	-25.2069	256498	1200	1
