2305.28	1.98096
9916.14	2.23957
10445.8	2.18409
9088.91	2.19713
8202.16	2.18507
7054.71	1.95437
6162.04	1.8941
6656.74	2.10999
6472.3	2.17297
4596	1.69786
3378.86	1.70532
6358.73	2.02953
6882.2	1.88633
4196.08	1.59918
3384.69	1.51716
4021.15	1.58671
2995.17	1.77968
2604	1.32989
2848	1.39084
466.081	1.35408
6791.84	1.80381
5461.46	1.68601
6869.11	1.81645
7198.21	1.77743
6370.18	1.72684
3715.63	1.5917
3962.54	1.49053
3206.08	1.4857
4406.71	1.58417
3802.54	1.53191
4046.89	1.66538
4917.91	1.62587
3619.74	1.51788
3258.39	1.56633
5259.36	1.99905
4481.33	1.90815
3276.68	1.67141
7153.23	2.08923
7746.2	2.15756
2467.23	1.42791
2725.64	2.05852
7349.66	2.32793
8369.86	2.28342
5718.04	2.11492
4661.99	2.12289
4916.96	2.10006
7899.12	2.26514
7923.8	2.4706
6620.69	1.87601
8763.68	2.10006
8827.7	2.03087
8615.99	2.0163
10264.1	2.02684
8950.16	2.14078
7478.2	1.77205
5494.61	1.79971
3314.92	1.52241
3724.38	1.41091
4735.59	1.40837
562.822	1.27639
6602.14	1.81551
6020.68	1.63937
3424.38	1.62124
4573.5	1.72195
4265.75	1.72127
4661.34	1.75068
5153.35	1.53107
5239.5	1.85113
3839.25	1.51925
3380.32	1.43442
4426.34	1.50375
5124.75	1.73166
4451.77	1.68634
3702.37	1.61201
6682.4	1.84841
4555.88	1.78732
4478.25	1.85473
5384.74	1.73157
5359.93	1.72159
2061.12	1.35891
2667.32	1.92221
6904.1	2.16088
8521.67	2.0452
9279.62	2.2952
8194.51	2.33432
7267.6	2.18979
6573.54	1.9446
6882.23	1.84323
3536.35	1.47919
5546.62	1.58147
6116.11	1.88305
5069.16	1.81156
4309.26	1.87165
5560.57	2.41934
6370.59	2.13311
7882.26	1.83866
4508.68	1.57015
5633.28	1.54993
4575.96	1.57672
3579.06	1.89056
2905.02	1.41298
2928.65	1.3015
3303.85	1.56922
1313.44	1.27132
1469.33	1.27496
4223.75	1.6102
5760.13	1.69222
5357.63	1.90083
4219.04	1.42161
4343.47	1.538
4256.99	1.67962
3262.09	1.75715
3722.53	1.76787
3508.73	1.83495
4849.5	1.90775
3927.85	1.7394
4054.9	1.76619
3681.87	1.75877
4528.37	1.92293
6361.9	1.8913
5695.19	2.10845
9532.9	2.12635
10087.6	2.10237
10638.7	2.15049
9170.87	2.02199
8353.54	2.09553
9212.74	2.07717
10500.5	2.04208
4153.53	1.55996
5736.17	1.70327
6557.8	1.59473
5964.88	1.67558
5202.48	1.59159
9463.11	2.10922
8619.39	2.12022
7135.68	1.74171
5581.87	1.74365
7077.06	1.66377
3985.41	1.44263
2645.53	1.47597
3704.75	1.48057
3125.91	1.54678
3196.04	1.66073
926.863	1.3488
704.001	1.20936
1358.41	1.47708
4373.98	1.7865
3704.99	1.58609
5751.89	1.65046
4154.15	1.48077
6836.21	1.8599
5433.58	1.79651
8342.53	1.92361
10580.1	1.95913
10797.9	2.08804
8516.05	1.96231
8535.77	1.98759
3690.85	1.56771
4945.28	1.7815
5737.33	1.55662
5537.49	2.01915
6520.57	1.66489
7198.06	1.75458
6763.83	1.60718
5924.46	1.68529
8868.92	1.82823
11089.2	2.167
11642.1	2.16162
6305.96	1.68312
6956.02	1.68819
5022.64	1.63463
7316.96	1.71517
6319.94	1.63467
9483.66	1.99791
9114	2.14798
7058.61	1.70761
5838.91	1.76727
6068.44	1.60488
3509.14	1.5486
3694.86	1.76089
2828.91	1.51266
4728.95	1.41776
5311.16	1.68831
1519.28	1.39556
2682.14	1.63332
3494.6	1.51123
5591.15	1.95416
3759	2.04127
3130.06	1.81085
8569.14	2.04327
4971.33	1.86339
4237.37	1.90669
4114.11	1.76213
5459.73	1.81139
3852.47	1.94603
5800.04	1.91714
5397.72	1.88285
4558.71	1.82717
5336.53	1.78574
3576.87	1.40098
9552.88	2.25134
5942.29	1.73984
4813.55	1.60145
4991.03	1.52699
5614.11	1.61831
7104.57	1.72159
7703.57	2.10167
6245.43	2.18577
3706.2	1.57212
6733.29	1.82651
5933.99	1.68344
7260.01	1.66228
4194.28	1.46147
6304.35	1.72841
7006.24	1.63221
5189.01	1.73006
3421.59	1.73572
3711.9	1.81398
8376.61	2.12147
5642.76	2.00146
4351.5	1.68912
2046.16	1.38496
4890.5	1.76044
4999.23	1.77424
4762.01	1.77285
4841.02	1.95467
4885.57	1.78268
6747.17	1.94514
3659.74	2.07639
6331.73	1.92994
4169.08	1.99565
7539.56	2.06006
12501.1	2.15158
10845.5	2.08623
5843.57	2.03047
7498.38	2.09803
5781.33	1.95723
3324.15	1.99451
1919.45	1.27188
3154.36	1.31279
3345.77	1.79594
4990.44	1.8378
5214.37	1.71702
3524.17	1.67634
4244.25	1.659
5054.03	1.79502
4841.44	2.08441
5986.95	2.13981
5173.17	2.01999
5270.9	1.93231
6766.92	2.05464
7277.1	1.83292
6405.64	1.81703
6353.03	1.64644
2383.4	1.44973
5552.9	1.60455
7380.5	2.25195
5618.12	1.92093
7452.01	1.88652
4215.11	1.75393
4825.28	1.96727
6130.84	1.89797
8926.97	2.03953
9940.03	2.06867
9634.56	2.13929
11500.6	2.07557
10522.7	2.07182
11279.9	2.30883
13001	2.13599
12665	2.12868
12303	2.12756
11464.8	1.95694
9030.92	1.96205
8704.93	1.99557
7919.53	1.90667
10989.1	2.0262
7282.72	1.97068
7496.17	1.99221
4955.81	1.58863
4183.9	1.54201
2050.5	1.74808
7282.49	2.02644
8360.58	1.97127
1299.22	1.65013
3468.38	1.94143
2113.19	1.91824
2118.76	1.8265
3546.89	1.88131
1285.5	1.90127
3584.25	1.84085
7205.02	2.16143
7453.09	1.99716
5837.38	1.72933
6355.59	1.67061
2661.76	1.86559
6091.21	1.9693
8309.89	1.86207
8831.34	2.06864
9453.03	2.24843
5657	2.0463
11596.8	2.1781
6342.82	1.92919
9642.45	2.25937
12260.6	2.17436
12400.6	2.24866
11525.3	2.04986
9548.61	2.01507
9521.13	1.87844
10025.3	2.02481
7172.17	1.72163
8237.68	1.8659
10215.1	2.29532
10345.8	2.24246
11803.2	2.13726
8801.84	2.03895
8482.83	2.01148
7821.64	1.9
4210.69	1.47756
7770.6	1.83961
4548.05	1.66219
2530.84	1.58528
8777.45	2.07829
9475.58	2.05421
3130.12	1.71414
648.86	1.8208
2299.78	1.74131
2927.86	1.70096
2320.56	1.95478
3448.1	2.03656
2165.52	2.17527
8039.72	2.02765
7797.13	2.16065
7364.54	2.10593
6191.69	1.98424
7098.5	2.15367
9498.24	2.23515
4544.13	1.65087
8180.27	1.95002
9091.12	2.1016
6863.59	1.96339
11661.6	2.05106
8932.3	1.99753
10717.8	2.11357
13702.1	2.07453
9342.81	2.04284
8780.15	2.01373
8010.72	2.01238
8584.45	2.06741
9604.76	1.96
9512.46	1.95367
10495.4	2.09787
7949.57	1.91691
9070	2.119
7828.59	2.06755
5481.05	1.75177
4060.02	1.69563
4159.07	1.79681
3332.1	1.726
5903.37	1.75259
7039.6	1.71597
5601.23	2.21394
7209.16	2.15213
7819.98	2.10853
6541.75	2.09869
5285.08	1.80952
6416.5	1.83348
7529.88	2.07907
6477.6	2.05082
4633.16	1.83807
4630.42	1.80121
7919.03	2.11352
7256.24	2.02937
7851.02	2.13175
4174.91	1.96619
6257.67	2.08904
8279.44	2.00392
7644.85	1.88405
5522.84	1.82609
5420.9	1.86268
7752.86	1.98916
12571.7	2.27948
7697.66	1.8764
9233.71	2.13637
6966.17	2.02032
6870.4	1.9939
9918.54	2.01196
11786.7	2.17599
5756.56	1.80051
7018.46	1.94416
7838.61	1.87057
8810.33	1.94033
5070.65	1.85694
5222.66	1.89731
4239.4	1.80374
3218.97	1.68817
4023.46	1.82261
5644.23	2.00672
5340.05	1.81188
9822.16	1.77547
10983.3	1.87153
5389.33	2.18693
4052.79	2.25903
9457.04	2.26915
10764.9	2.39409
5449.89	2.24141
4874.8	1.84338
4370.41	1.7613
4982.25	1.71909
4574.67	1.83378
4210.69	1.99908
4452.1	1.98929
7643.31	2.16398
6996.3	2.03526
6470.48	1.95732
4332.87	1.62944
